# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       3.831        0.000        4.125        9.270
       3.832        0.000        4.125        9.270
       3.833        0.000        4.125        9.270
       3.834        0.000        4.125        9.270
       3.835        0.000        4.125        9.270
       3.836        0.000        4.125        9.270
       3.837        0.000        4.125        9.270
       3.837        0.000        4.125        9.270
       3.838        0.000        4.125        9.270
       3.839        0.000        4.125        9.270
       3.840        0.000        4.125        9.270
       3.841        0.000        4.125        9.270
       3.842        0.000        4.125        9.270
       3.843        0.000        4.125        9.270
       3.844        0.000        4.125        9.270
       3.845        0.000        4.125        9.270
       3.846        0.000        4.125        9.270
       3.846        0.000        4.125        9.270
       3.847        0.000        4.125        9.270
       3.848        0.000        4.125        9.270
       3.849        0.000        4.125        9.270
       3.850        0.000        4.125        9.270
       3.851        0.000        4.125        9.270
       3.852        0.000        4.125        9.270
       3.853        0.000        4.125        9.270
       3.854        0.000        4.125        9.270
       3.855        0.000        4.125        9.270
       3.856        0.000        4.125        9.270
       3.857        0.000        4.125        9.270
       3.858        0.000        4.125        9.270
       3.859        0.000        4.125        9.270
       3.859        0.000        4.125        9.270
       3.860        0.000        4.125        9.270
       3.861        0.000        4.125        9.270
       3.862        0.000        4.125        9.270
       3.863        0.000        4.125        9.270
       3.864        0.000        4.125        9.270
       3.865        0.000        4.125        9.270
       3.865        0.000        4.125        9.270
       3.866        0.000        4.125        9.270
       3.867        0.000        4.125        9.270
       3.868        0.000        4.125        9.270
       3.869        0.000        4.125        9.270
       3.870        0.000        4.125        9.270
       3.871        0.000        4.125        9.270
       3.872        0.000        4.125        9.270
       3.872        0.000        4.125        9.270
       3.873        0.000        4.125        9.270
       3.874        0.000        4.125        9.270
       3.875        0.000        4.125        9.270
       3.876        0.000        4.125        9.270
       3.877        0.000        4.125        9.270
       3.878        0.000        4.125        9.270
       3.879        0.000        4.125        9.270
       3.880        0.000        4.125        9.270
       3.881        0.000        4.125        9.270
       3.882        0.000        4.125        9.270
       3.882        0.000        4.125        9.270
       3.883        0.000        4.125        9.270
       3.884        0.000        4.125        9.270
       3.885        0.000        4.125        9.270
       3.886        0.000        4.125        9.270
       3.887        0.000        4.125        9.270
       3.888        0.000        4.125        9.270
       3.888        0.000        4.125        9.270
       3.889        0.000        4.125        9.270
       3.890        0.000        4.125        9.270
       3.891        0.000        4.125        9.270
       3.892        0.000        4.125        9.270
       3.893        0.000        4.125        9.270
       3.893        0.000        4.125        9.270
       3.894        0.000        4.125        9.270
       3.895        0.000        4.125        9.270
       3.896        0.000        4.125        9.270
       3.897        0.000        4.125        9.270
       3.898        0.000        4.125        9.270
       3.899        0.000        4.125        9.270
       3.900        0.000        4.125        9.270
       3.900        0.000        4.125        9.270
       3.901        0.000        4.125        9.270
       3.902        0.000        4.125        9.270
       3.903        0.000        4.125        9.270
       3.904        0.000        4.125        9.270
       3.905        0.000        4.125        9.270
       3.906        0.000        4.125        9.270
       3.906        0.000        4.125        9.270
       3.907        0.000        4.125        9.270
       3.908        0.000        4.125        9.270
       3.909        0.000        4.125        9.270
       3.910        0.000        4.125        9.270
       3.911        0.000        4.125        9.270
       3.912        0.000        4.125        9.270
       3.913        0.000        4.125        9.270
       3.914        0.000        4.125        9.270
       3.914        0.000        4.125        9.270
       3.915        0.000        4.125        9.270
       3.916        0.000        4.125        9.270
       3.917        0.000        4.125        9.270
       3.918        0.000        4.125        9.270
       3.919        0.000        4.125        9.270
       3.919        0.000        4.125        9.270
       3.920        0.000        4.125        9.270
       3.921        0.000        4.125        9.270
       3.922        0.000        4.125        9.270
       3.923        0.000        4.125        9.270
       3.924        0.000        4.125        9.270
       3.925        0.000        4.125        9.270
       3.925        0.000        4.125        9.270
       3.926        0.000        4.125        9.270
       3.927        0.000        4.125        9.270
       3.928        0.000        4.125        9.270
       3.929        0.000        4.125        9.270
       3.930        0.000        4.125        9.270
       3.931        0.000        4.125        9.270
       3.932        0.000        4.125        9.270
       3.933        0.000        4.125        9.270
       3.934        0.000        4.125        9.270
       3.934        0.000        4.125        9.270
       3.935        0.000        4.125        9.270
       3.936        0.000        4.125        9.270
       3.937        0.000        4.125        9.270
       3.938        0.000        4.125        9.270
       3.939        0.000        4.125        9.270
       3.939        0.000        4.125        9.270
       3.940        0.000        4.125        9.270
       3.941        0.000        4.125        9.270
       3.942        0.000        4.125        9.270
       3.943        0.000        4.125        9.270
       3.944        0.000        4.125        9.270
       3.945        0.000        4.125        9.270
       3.945        0.000        4.125        9.270
       3.946        0.000        4.125        9.270
       3.947        0.000        4.125        9.270
       3.948        0.000        4.125        9.270
       3.949        0.000        4.125        9.270
       3.950        0.000        4.125        9.270
       3.951        0.000        4.125        9.270
       3.951        0.000        4.125        9.270
       3.952        0.000        4.125        9.270
       3.953        0.000        4.125        9.270
       3.954        0.000        4.125        9.270
       3.955        0.000        4.125        9.270
       3.956        0.000        4.125        9.270
       3.957        0.000        4.125        9.270
       3.958        0.000        4.125        9.270
       3.958        0.000        4.125        9.270
       3.959        0.000        4.125        9.270
       3.960        0.000        4.125        9.270
       3.961        0.000        4.125        9.270
       3.962        0.000        4.125        9.270
       3.963        0.000        4.125        9.270
       3.964        0.000        4.125        9.270
       3.965        0.000        4.125        9.270
       3.966        0.000        4.125        9.270
       3.967        0.000        4.125        9.270
       3.968        0.000        4.125        9.270
       3.969        0.000        4.125        9.270
       3.970        0.000        4.125        9.270
       3.970        0.000        4.125        9.270
       3.971        0.000        4.125        9.270
       3.972        0.000        4.125        9.270
       3.973        0.000        4.125        9.270
       3.974        0.000        4.125        9.270
       3.975        0.000        4.125        9.270
       3.977        0.000        4.125        9.270
       3.978        0.000        4.125        9.270
       3.979        0.000        4.125        9.270
       3.980        0.000        4.125        9.270
       3.981        0.000        4.125        9.270
       3.982        0.000        4.125        9.270
       3.983        0.000        4.125        9.270
       3.984        0.000        4.125        9.270
       3.985        0.000        4.125        9.270
       3.986        0.000        4.125        9.270
       3.986        0.000        4.125        9.270
       3.987        0.000        4.125        9.270
       3.988        0.000        4.125        9.270
       3.989        0.000        4.125        9.270
       3.990        0.000        4.125        9.270
       3.991        0.000        4.125        9.270
       3.992        0.000        4.125        9.270
       3.993        0.000        4.125        9.270
       3.994        0.000        4.125        9.270
       3.995        0.000        4.125        9.270
       3.996        0.000        4.125        9.270
       3.996        0.000        4.125        9.270
       3.997        0.000        4.125        9.270
       3.998        0.000        4.125        9.270
       3.999        0.000        4.125        9.270
       4.000        0.000        4.125        9.270
       4.001        0.000        4.125        9.270
       4.002        0.000        4.125        9.270
       4.003        0.000        4.125        9.270
       4.004        0.000        4.125        9.270
       4.004        0.000        4.125        9.270
       4.005        0.000        4.125        9.270
       4.006        0.000        4.125        9.270
       4.007        0.000        4.125        9.270
       4.008        0.000        4.125        9.270
       4.009        0.000        4.125        9.270
       4.010        0.000        4.125        9.270
       4.011        0.000        4.125        9.270
       4.011        0.000        4.125        9.270
       4.012        0.000        4.125        9.270
       4.013        0.000        4.125        9.270
       4.014        0.000        4.125        9.270
       4.015        0.000        4.125        9.270
       4.016        0.000        4.125        9.270
       4.017        0.000        4.125        9.270
       4.018        0.000        4.125        9.270
       4.019        0.000        4.125        9.270
       4.019        0.000        4.125        9.270
       4.020        0.000        4.125        9.270
       4.021        0.000        4.125        9.270
       4.022        0.000        4.125        9.270
       4.023        0.000        4.125        9.270
       4.024        0.000        4.125        9.270
       4.025        0.000        4.125        9.270
       4.026        0.000        4.125        9.270
       4.027        0.000        4.125        9.270
       4.028        0.000        4.125        9.270
       4.029        0.000        4.125        9.270
       4.030        0.000        4.125        9.270
       4.030        0.000        4.125        9.270
       4.031        0.000        4.125        9.270
       4.032        0.000        4.125        9.270
       4.033        0.000        4.125        9.270
       4.034        0.000        4.125        9.270
       4.035        0.000        4.125        9.270
       4.036        0.000        4.125        9.270
       4.037        0.000        4.125        9.270
       4.038        0.000        4.125        9.270
       4.038        0.000        4.125        9.270
       4.039        0.000        4.125        9.270
       4.040        0.000        4.125        9.270
       4.041        0.000        4.125        9.270
       4.043        0.000        4.125        9.270
       4.044        0.000        4.125        9.270
       4.045        0.000        4.125        9.270
       4.046        0.000        4.125        9.270
       4.047        0.000        4.125        9.270
       4.048        0.000        4.125        9.270
       4.048        0.000        4.125        9.270
       4.049        0.000        4.125        9.270
       4.050        0.000        4.125        9.270
       4.051        0.000        4.125        9.270
       4.052        0.000        4.125        9.270
       4.053        0.000        4.125        9.270
       4.054        0.000        4.125        9.270
       4.054        0.000        4.125        9.270
       4.055        0.000        4.125        9.270
       4.056        0.000        4.125        9.270
       4.057        0.000        4.125        9.270
       4.058        0.000        4.125        9.270
       4.059        0.000        4.125        9.270
       4.060        0.000        4.125        9.270
       4.062        0.000        4.125        9.270
       4.063        0.000        4.125        9.270
       4.064        0.000        4.125        9.270
       4.065        0.000        4.125        9.270
       4.065        0.000        4.125        9.270
       4.066        0.000        4.125        9.270
       4.067        0.000        4.125        9.270
       4.068        0.000        4.125        9.270
       4.069        0.000        4.125        9.270
       4.070        0.000        4.125        9.270
       4.071        0.000        4.125        9.270
       4.071        0.000        4.125        9.270
       4.072        0.000        4.125        9.270
       4.073        0.000        4.125        9.270
       4.074        0.000        4.125        9.270
       4.075        0.000        4.125        9.270
       4.076        0.000        4.125        9.270
       4.077        0.000        4.125        9.270
       4.078        0.000        4.125        9.270
       4.079        0.000        4.125        9.270
       4.080        0.000        4.125        9.270
       4.081        0.000        4.125        9.270
       4.081        0.000        4.125        9.270
       4.082        0.000        4.125        9.270
       4.083        0.000        4.125        9.270
       4.084        0.000        4.125        9.270
       4.085        0.000        4.125        9.270
       4.086        0.000        4.125        9.270
       4.087        0.000        4.125        9.270
       4.087        0.000        4.125        9.270
       4.088        0.000        4.125        9.270
       4.089        0.000        4.125        9.270
       4.090        0.000        4.125        9.270
       4.091        0.000        4.125        9.270
       4.092        0.000        4.125        9.270
       4.093        0.000        4.125        9.270
       4.094        0.000        4.125        9.270
       4.095        0.000        4.125        9.270
       4.095        0.000        4.125        9.270
       4.096        0.000        4.125        9.270
       4.097        0.000        4.125        9.270
       4.098        0.000        4.125        9.270
       4.099        0.000        4.125        9.270
       4.100        0.000        4.125        9.270
       4.101        0.000        4.125        9.270
       4.101        0.000        4.125        9.270
       4.102        0.000        4.125        9.270
       4.103        0.000        4.125        9.270
       4.104        0.000        4.125        9.270
       4.106        0.000        4.125        9.270
       4.107        0.000        4.125        9.270
       4.107        0.000        4.125        9.270
       4.108        0.000        4.125        9.270
       4.109        0.000        4.125        9.270
       4.110        0.000        4.125        9.270
       4.111        0.000        4.125        9.270
       4.112        0.000        4.125        9.270
       4.113        0.000        4.125        9.270
       4.113        0.000        4.125        9.270
       4.114        0.000        4.125        9.270
       4.115        0.000        4.125        9.270
       4.116        0.000        4.125        9.270
       4.117        0.000        4.125        9.270
       4.118        0.000        4.125        9.270
       4.119        0.000        4.125        9.270
       4.120        0.000        4.125        9.270
       4.121        0.000        4.125        9.270
       4.121        0.000        4.125        9.270
       4.122        0.000        4.125        9.270
       4.123        0.000        4.125        9.270
       4.124        0.000        4.125        9.270
       4.125        0.000        4.125        9.270
       4.126        0.000        4.125        9.270
       4.127        0.000        4.125        9.270
       4.127        0.000        4.125        9.270
       4.128        0.000        4.125        9.270
       4.129        0.000        4.125        9.270
       4.130        0.000        4.125        9.270
       4.131        0.000        4.125        9.270
       4.132        0.000        4.125        9.270
       4.133        0.000        4.125        9.270
       4.134        0.000        4.125        9.270
       4.134        0.000        4.125        9.270
       4.135        0.000        4.125        9.270
       4.136        0.000        4.125        9.270
       4.137        0.000        4.125        9.270
       4.138        0.000        4.125        9.270
       4.139        0.000        4.125        9.270
       4.140        0.000        4.125        9.270
       4.140        0.000        4.125        9.270
       4.141        0.000        4.125        9.270
       4.142        0.000        4.125        9.270
       4.143        0.000        4.125        9.270
       4.144        0.000        4.125        9.270
       4.145        0.000        4.125        9.270
       4.146        0.000        4.125        9.270
       4.146        0.000        4.125        9.270
       4.147        0.000        4.125        9.270
       4.148        0.000        4.125        9.270
       4.149        0.000        4.125        9.270
       4.150        0.000        4.125        9.270
       4.151        0.000        4.125        9.270
       4.152        0.000        4.125        9.270
       4.153        0.000        4.125        9.270
       4.154        0.000        4.125        9.270
       4.154        0.000        4.125        9.270
       4.155        0.000        4.125        9.270
       4.156        0.000        4.125        9.270
       4.157        0.000        4.125        9.270
       4.158        0.000        4.125        9.270
       4.159        0.000        4.125        9.270
       4.160        0.000        4.125        9.270
       4.161        0.000        4.125        9.270
       4.162        0.000        4.125        9.270
       4.162        0.000        4.125        9.270
       4.163        0.000        4.125        9.270
       4.164        0.000        4.125        9.270
       4.165        0.000        4.125        9.270
       4.166        0.000        4.125        9.270
       4.167        0.000        4.125        9.270
       4.167        0.000        4.125        9.270
       4.168        0.000        4.125        9.270
       4.169        0.000        4.125        9.270
       4.170        0.000        4.125        9.270
       4.171        0.000        4.125        9.270
       4.172        0.000        4.125        9.270
       4.173        0.000        4.125        9.270
       4.174        0.000        4.125        9.270
       4.175        0.000        4.125        9.270
       4.175        0.000        4.125        9.270
       4.176        0.000        4.125        9.270
       4.177        0.000        4.125        9.270
       4.178        0.000        4.125        9.270
       4.179        0.000        4.125        9.270
       4.180        0.000        4.125        9.270
       4.181        0.000        4.125        9.270
       4.182        0.000        4.125        9.270
       4.183        0.000        4.125        9.270
       4.184        0.000        4.125        9.270
       4.185        0.000        4.125        9.270
       4.185        0.000        4.125        9.270
       4.186        0.000        4.125        9.270
       4.187        0.000        4.125        9.270
       4.188        0.000        4.125        9.270
       4.189        0.000        4.125        9.270
       4.190        0.000        4.125        9.270
       4.191        0.000        4.125        9.270
       4.191        0.000        4.125        9.270
       4.192        0.000        4.125        9.270
       4.193        0.000        4.125        9.270
       4.194        0.000        4.125        9.270
       4.195        0.000        4.125        9.270
       4.196        0.000        4.125        9.270
       4.197        0.000        4.125        9.270
       4.198        0.000        4.125        9.270
       4.198        0.000        4.125        9.270
       4.199        0.000        4.125        9.270
       4.200        0.000        4.125        9.270
       4.201        0.000        4.125        9.270
       4.202        0.000        4.125        9.270
       4.203        0.000        4.125        9.270
       4.203        0.000        4.125        9.270
       4.204        0.000        4.125        9.270
       4.205        0.000        4.125        9.270
       4.206        0.000        4.125        9.270
       4.207        0.000        4.125        9.270
       4.208        0.000        4.125        9.270
       4.209        0.000        4.125        9.270
       4.210        0.000        4.125        9.270
       4.211        0.000        4.125        9.270
       4.211        0.000        4.125        9.270
       4.212        0.000        4.125        9.270
       4.214        0.000        4.125        9.270
       4.215        0.000        4.125        9.270
       4.216        0.000        4.125        9.270
       4.216        0.000        4.125        9.270
       4.217        0.000        4.125        9.270
       4.218        0.000        4.125        9.270
       4.219        0.000        4.125        9.270
       4.220        0.000        4.125        9.270
       4.221        0.000        4.125        9.270
       4.222        0.000        4.125        9.270
       4.223        0.000        4.125        9.270
       4.223        0.000        4.125        9.270
       4.224        0.000        4.125        9.270
       4.225        0.000        4.125        9.270
       4.226        0.000        4.125        9.270
       4.227        0.000        4.125        9.270
       4.228        0.000        4.125        9.270
       4.229        0.000        4.125        9.270
       4.230        0.000        4.125        9.270
       4.230        0.000        4.125        9.270
       4.231        0.000        4.125        9.270
       4.232        0.000        4.125        9.270
       4.233        0.000        4.125        9.270
       4.234        0.000        4.125        9.270
       4.235        0.000        4.125        9.270
       4.236        0.000        4.125        9.270
       4.237        0.000        4.125        9.270
       4.238        0.000        4.125        9.270
       4.238        0.000        4.125        9.270
       4.239        0.000        4.125        9.270
       4.240        0.000        4.125        9.270
       4.241        0.000        4.125        9.270
       4.242        0.000        4.125        9.270
       4.243        0.000        4.125        9.270
       4.244        0.000        4.125        9.270
       4.245        0.000        4.125        9.270
       4.246        0.000        4.125        9.270
       4.247        0.000        4.125        9.270
       4.247        0.000        4.125        9.270
       4.248        0.000        4.125        9.270
       4.249        0.000        4.125        9.270
       4.250        0.000        4.125        9.270
       4.251        0.000        4.125        9.270
       4.252        0.000        4.125        9.270
       4.252        0.000        4.125        9.270
       4.253        0.000        4.125        9.270
       4.254        0.000        4.125        9.270
       4.255        0.000        4.125        9.270
       4.256        0.000        4.125        9.270
       4.257        0.000        4.125        9.270
       4.258        0.000        4.125        9.270
       4.258        0.000        4.125        9.270
       4.259        0.000        4.125        9.270
       4.260        0.000        4.125        9.270
       4.261        0.000        4.125        9.270
       4.262        0.000        4.125        9.270
       4.263        0.000        4.125        9.270
       4.264        0.000        4.125        9.270
       4.265        0.000        4.125        9.270
       4.266        0.000        4.125        9.270
       4.266        0.000        4.125        9.270
       4.267        0.000        4.125        9.270
       4.268        0.000        4.125        9.270
       4.269        0.000        4.125        9.270
       4.270        0.000        4.125        9.270
       4.271        0.000        4.125        9.270
       4.272        0.000        4.125        9.270
       4.272        0.000        4.125        9.270
       4.273        0.000        4.125        9.270
       4.274        0.000        4.125        9.270
       4.275        0.000        4.125        9.270
       4.276        0.000        4.125        9.270
       4.277        0.000        4.125        9.270
       4.278        0.000        4.125        9.270
       4.279        0.000        4.125        9.270
       4.279        0.000        4.125        9.270
       4.280        0.000        4.125        9.270
       4.281        0.000        4.125        9.270
       4.282        0.000        4.125        9.270
       4.283        0.000        4.125        9.270
       4.284        0.000        4.125        9.270
       4.284        0.000        4.125        9.270
       4.286        0.000        4.125        9.270
       4.286        0.000        4.125        9.270
       4.287        0.000        4.125        9.270
       4.288        0.000        4.125        9.270
       4.289        0.000        4.125        9.270
       4.290        0.000        4.125        9.270
       4.291        0.000        4.125        9.270
       4.292        0.000        4.125        9.270
       4.293        0.000        4.125        9.270
       4.293        0.000        4.125        9.270
       4.294        0.000        4.125        9.270
       4.295        0.000        4.125        9.270
       4.296        0.000        4.125        9.270
       4.297        0.000        4.125        9.270
       4.298        0.000        4.125        9.270
       4.299        0.000        4.125        9.270
       4.299        0.000        4.125        9.270
       4.300        0.000        4.125        9.270
       4.301        0.000        4.125        9.270
       4.302        0.000        4.125        9.270
       4.303        0.000        4.125        9.270
       4.304        0.000        4.125        9.270
       4.305        0.000        4.125        9.270
       4.306        0.000        4.125        9.270
       4.306        0.000        4.125        9.270
       4.307        0.000        4.125        9.270
       4.308        0.000        4.125        9.270
       4.309        0.000        4.125        9.270
       4.310        0.000        4.125        9.270
       4.311        0.000        4.125        9.270
       4.311        0.000        4.125        9.270
       4.312        0.000        4.125        9.270
       4.313        0.000        4.125        9.270
       4.314        0.000        4.125        9.270
       4.315        0.000        4.125        9.270
       4.316        0.000        4.125        9.270
       4.317        0.000        4.125        9.270
       4.318        0.000        4.125        9.270
       4.319        0.000        4.125        9.270
       4.320        0.000        4.125        9.270
       4.321        0.000        4.125        9.270
       4.322        0.000        4.125        9.270
       4.323        0.000        4.125        9.270
       4.323        0.000        4.125        9.270
       4.324        0.000        4.125        9.270
       4.326        0.000        4.125        9.270
       4.327        0.000        4.125        9.270
       4.328        0.000        4.125        9.270
       4.329        0.000        4.125        9.270
       4.329        0.000        4.125        9.270
       4.330        0.000        4.125        9.270
       4.332        0.000        4.125        9.270
       4.333        0.000        4.125        9.270
       4.334        0.000        4.125        9.270
       4.335        0.000        4.125        9.270
       4.336        0.000        4.125        9.270
       4.337        0.000        4.125        9.270
       4.338        0.000        4.125        9.270
       4.339        0.000        4.125        9.270
       4.340        0.000        4.125        9.270
       4.340        0.000        4.125        9.270
       4.341        0.000        4.125        9.270
       4.342        0.000        4.125        9.270
       4.343        0.000        4.125        9.270
       4.344        0.000        4.125        9.270
       4.345        0.000        4.125        9.270
       4.346        0.000        4.125        9.270
       4.347        0.000        4.125        9.270
       4.348        0.000        4.125        9.270
       4.349        0.000        4.125        9.270
       4.350        0.000        4.125        9.270
       4.350        0.000        4.125        9.270
       4.351        0.000        4.125        9.270
       4.352        0.000        4.125        9.270
       4.353        0.000        4.125        9.270
       4.354        0.000        4.125        9.270
       4.355        0.000        4.125        9.270
       4.355        0.000        4.125        9.270
       4.356        0.000        4.125        9.270
       4.357        0.000        4.125        9.270
       4.358        0.000        4.125        9.270
       4.359        0.000        4.125        9.270
       4.360        0.000        4.125        9.270
       4.361        0.000        4.125        9.270
       4.362        0.000        4.125        9.270
       4.363        0.000        4.125        9.270
       4.364        0.000        4.125        9.270
       4.365        0.000        4.125        9.270
       4.366        0.000        4.125        9.270
       4.367        0.000        4.125        9.270
       4.368        0.000        4.125        9.270
       4.369        0.000        4.125        9.270
       4.370        0.000        4.125        9.270
       4.371        0.000        4.125        9.270
       4.372        0.000        4.125        9.270
       4.373        0.000        4.125        9.270
       4.373        0.000        4.125        9.270
       4.374        0.000        4.125        9.270
       4.375        0.000        4.125        9.270
       4.376        0.000        4.125        9.270
       4.377        0.000        4.125        9.270
       4.378        0.000        4.125        9.270
       4.379        0.000        4.125        9.270
       4.379        0.000        4.125        9.270
       4.380        0.000        4.125        9.270
       4.381        0.000        4.125        9.270
       4.383        0.000        4.125        9.270
       4.384        0.000        4.125        9.270
       4.385        0.000        4.125        9.270
       4.386        0.000        4.125        9.270
       4.387        0.000        4.125        9.270
       4.388        0.000        4.125        9.270
       4.389        0.000        4.125        9.270
       4.389        0.000        4.125        9.270
       4.390        0.000        4.125        9.270
       4.391        0.000        4.125        9.270
       4.392        0.000        4.125        9.270
       4.393        0.000        4.125        9.270
       4.394        0.000        4.125        9.270
       4.395        0.000        4.125        9.270
       4.395        0.000        4.125        9.270
       4.396        0.000        4.125        9.270
       4.397        0.000        4.125        9.270
       4.398        0.000        4.125        9.270
       4.399        0.000        4.125        9.270
       4.400        0.000        4.125        9.270
       4.400        0.000        4.125        9.270
       4.401        0.000        4.125        9.270
       4.402        0.000        4.125        9.270
       4.403        0.000        4.125        9.270
       4.404        0.000        4.125        9.270
       4.405        0.000        4.125        9.270
       4.406        0.000        4.125        9.270
       4.406        0.000        4.125        9.270
       4.407        0.000        4.125        9.270
       4.408        0.000        4.125        9.270
       4.409        0.000        4.125        9.270
       4.410        0.000        4.125        9.270
       4.411        0.000        4.125        9.270
       4.412        0.000        4.125        9.270
       4.413        0.000        4.125        9.270
       4.414        0.000        4.125        9.270
       4.414        0.000        4.125        9.270
       4.415        0.000        4.125        9.270
       4.416        0.000        4.125        9.270
       4.417        0.000        4.125        9.270
       4.418        0.000        4.125        9.270
       4.419        0.000        4.125        9.270
       4.419        0.000        4.125        9.270
       4.420        0.000        4.125        9.270
       4.421        0.000        4.125        9.270
       4.422        0.000        4.125        9.270
       4.423        0.000        4.125        9.270
       4.424        0.000        4.125        9.270
       4.425        0.000        4.125        9.270
       4.425        0.000        4.125        9.270
       4.426        0.000        4.125        9.270
       4.427        0.000        4.125        9.270
       4.428        0.000        4.125        9.270
       4.429        0.000        4.125        9.270
       4.430        0.000        4.125        9.270
       4.431        0.000        4.125        9.270
       4.431        0.000        4.125        9.270
       4.432        0.000        4.125        9.270
       4.433        0.000        4.125        9.270
       4.434        0.000        4.125        9.270
       4.435        0.000        4.125        9.270
       4.436        0.000        4.125        9.270
       4.436        0.000        4.125        9.270
       4.437        0.000        4.125        9.270
       4.438        0.000        4.125        9.270
       4.439        0.000        4.125        9.270
       4.440        0.000        4.125        9.270
       4.441        0.000        4.125        9.270
       4.442        0.000        4.125        9.270
       4.442        0.000        4.125        9.270
       4.443        0.000        4.125        9.270
       4.444        0.000        4.125        9.270
       4.445        0.000        4.125        9.270
       4.446        0.000        4.125        9.270
       4.447        0.000        4.125        9.270
       4.448        0.000        4.125        9.270
       4.449        0.000        4.125        9.270
       4.450        0.000        4.125        9.270
       4.451        0.000        4.125        9.270
       4.452        0.000        4.125        9.270
       4.453        0.000        4.125        9.270
       4.453        0.000        4.125        9.270
       4.454        0.000        4.125        9.270
       4.455        0.000        4.125        9.270
       4.456        0.000        4.125        9.270
       4.457        0.000        4.125        9.270
       4.458        0.000        4.125        9.270
       4.459        0.000        4.125        9.270
       4.459        0.000        4.125        9.270
       4.460        0.000        4.125        9.270
       4.461        0.000        4.125        9.270
       4.462        0.000        4.125        9.270
       4.463        0.000        4.125        9.270
       4.464        0.000        4.125        9.270
       4.465        0.000        4.125        9.270
       4.466        0.000        4.125        9.270
       4.466        0.000        4.125        9.270
       4.467        0.000        4.125        9.270
       4.468        0.000        4.125        9.270
       4.469        0.000        4.125        9.270
       4.470        0.000        4.125        9.270
       4.471        0.000        4.125        9.270
       4.471        0.000        4.125        9.270
       4.472        0.000        4.125        9.270
       4.473        0.000        4.125        9.270
       4.474        0.000        4.125        9.270
       4.475        0.000        4.125        9.270
       4.476        0.000        4.125        9.270
       4.477        0.000        4.125        9.270
       4.478        0.000        4.125        9.270
       4.478        0.000        4.125        9.270
       4.479        0.000        4.125        9.270
       4.480        0.000        4.125        9.270
       4.481        0.000        4.125        9.270
       4.482        0.000        4.125        9.270
       4.483        0.000        4.125        9.270
       4.484        0.000        4.125        9.270
       4.484        0.000        4.125        9.270
       4.485        0.000        4.125        9.270
       4.486        0.000        4.125        9.270
       4.487        0.000        4.125        9.270
       4.488        0.000        4.125        9.270
       4.489        0.000        4.125        9.270
       4.490        0.000        4.125        9.270
       4.491        0.000        4.125        9.270
       4.491        0.000        4.125        9.270
       4.492        0.000        4.125        9.270
       4.493        0.000        4.125        9.270
       4.494        0.000        4.125        9.270
       4.495        0.000        4.125        9.270
       4.496        0.000        4.125        9.270
       4.496        0.000        4.125        9.270
       4.497        0.000        4.125        9.270
       4.498        0.000        4.125        9.270
       4.499        0.000        4.125        9.270
       4.500        0.000        4.125        9.270
       4.501        0.000        4.125        9.270
       4.502        0.000        4.125        9.270
       4.502        0.000        4.125        9.270
       4.503        0.000        4.125        9.270
       4.504        0.000        4.125        9.270
       4.505        0.000        4.125        9.270
       4.506        0.000        4.125        9.270
       4.507        0.000        4.125        9.270
       4.507        0.000        4.125        9.270
       4.508        0.000        4.125        9.270
       4.509        0.000        4.125        9.270
       4.510        0.000        4.125        9.270
       4.511        0.000        4.125        9.270
       4.512        0.000        4.125        9.270
       4.513        0.000        4.125        9.270
       4.513        0.000        4.125        9.270
       4.514        0.000        4.125        9.270
       4.515        0.000        4.125        9.270
       4.516        0.000        4.125        9.270
       4.517        0.000        4.125        9.270
       4.518        0.000        4.125        9.270
       4.519        0.000        4.125        9.270
       4.519        0.000        4.125        9.270
       4.520        0.000        4.125        9.270
       4.521        0.000        4.125        9.270
       4.522        0.000        4.125        9.270
       4.523        0.000        4.125        9.270
       4.524        0.000        4.125        9.270
       4.525        0.000        4.125        9.270
       4.525        0.000        4.125        9.270
       4.526        0.000        4.125        9.270
       4.527        0.000        4.125        9.270
       4.528        0.000        4.125        9.270
       4.529        0.000        4.125        9.270
       4.530        0.000        4.125        9.270
       4.531        0.000        4.125        9.270
       4.532        0.000        4.125        9.270
       4.533        0.000        4.125        9.270
       4.534        0.000        4.125        9.270
       4.535        0.000        4.125        9.270
       4.535        0.000        4.125        9.270
       4.536        0.000        4.125        9.270
       4.537        0.000        4.125        9.270
       4.538        0.000        4.125        9.270
       4.539        0.000        4.125        9.270
       4.540        0.000        4.125        9.270
       4.541        0.000        4.125        9.270
       4.542        0.000        4.125        9.270
       4.543        0.000        4.125        9.270
       4.544        0.000        4.125        9.270
       4.544        0.000        4.125        9.270
       4.545        0.000        4.125        9.270
       4.546        0.000        4.125        9.270
       4.547        0.000        4.125        9.270
       4.548        0.000        4.125        9.270
       4.549        0.000        4.125        9.270
       4.550        0.000        4.125        9.270
       4.551        0.000        4.125        9.270
       4.552        0.000        4.125        9.270
       4.553        0.000        4.125        9.270
       4.553        0.000        4.125        9.270
       4.554        0.000        4.125        9.270
       4.555        0.000        4.125        9.270
       4.556        0.000        4.125        9.270
       4.557        0.000        4.125        9.270
       4.558        0.000        4.125        9.270
       4.559        0.000        4.125        9.270
       4.559        0.000        4.125        9.270
       4.560        0.000        4.125        9.270
